CustomerID,Recency,Frequency,Monetary,AverageOrderValue,BasketSize,ProductDiversity,TotalQuantity,Cluster,Segment_Name,Alternative_Cluster,Alternative_Segment,Silhouette_Value_KMeans,Relative_Centroid_Margin,Combined_Boundary_Flag,Assignment_Confidence_Category,GMM_Component,Alternative_GMM_Component,Maximum_Probability,Second_Probability,Probability_Margin,Normalised_Entropy,Silhouette_Value_GMM,Combined_Ambiguous_Flag,Membership_Confidence_Category,Aligned_GMM_Cluster,Models_Agree_After_Alignment,Cross_Model_Uncertainty_Group,GMM_Segment_Name,GMM_Segment_Description,Primary_Objective,Recommended_Action,Primary_KPI,Operational_Priority,Primary_Operational_Model,Supporting_Analytical_Model
12358,2,2,1168.06,584.03,124.0,13,248,1,Active Regular Customers,4,High-Value Large-Order Buyers,0.1734795351161462,0.1858536755781346,False,Moderate Assignment,0,1,0.9926612975373432,0.0072122596905005,0.9854490378468426,0.0273989476696307,0.2789944635828851,False,Strong Membership,1,True,Flagged by Neither Model,Active Regular Customers,Recently active customers with regular but moderate purchasing behaviour.,Develop customer value,Cross-sell relevant products and encourage the next purchase through loyalty milestones.,Purchase frequency,High,K-Means K=5,GMM C5 Spherical
12359,58,4,6310.03,1577.51,402.25,214,1609,4,High-Value Large-Order Buyers,2,High-Value Loyal Customers,-0.0235255298689932,0.006745148844844,True,Boundary / Ambiguous Assignment,1,2,0.99930374236163,0.0006962573176179,0.998607485044012,0.0035774400008231,-0.0099399593247449,False,Strong Membership,4,True,K-Means Boundary Only,Elite High-Value Customers,"Very high-value customers combining large orders, high quantities and strong purchase frequency.",Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12360,52,3,2662.06,887.35,388.33,105,1165,4,High-Value Large-Order Buyers,2,High-Value Loyal Customers,0.1212086269796979,0.3187516043566487,False,Moderate Assignment,1,2,0.640573070909988,0.3592497730374577,0.2813232978725303,0.4067345203647508,-0.1620958442260356,False,Moderate Membership,4,True,Flagged by Neither Model,Elite High-Value Customers,"Very high-value customers combining large orders, high quantities and strong purchase frequency.",Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12361,287,1,189.9,189.9,91.0,10,91,0,Dormant Occasional Customers,3,Low-Value Infrequent Customers,0.4222316921085397,0.5822398862217455,False,Strong Assignment,3,4,0.9773216118247826,0.0226762196048189,0.9546453922199636,0.0672969909677463,0.4047742440316643,False,Strong Membership,0,True,Flagged by Neither Model,Dormant Occasional Customers,Long-inactive customers with few purchases and limited total value.,Reactivation,Low-cost win-back communication with time-limited personalised incentives.,Reactivation rate,Medium,K-Means K=5,GMM C5 Spherical
12362,3,10,5226.2300000000005,522.62,222.9,201,2229,2,High-Value Loyal Customers,4,High-Value Large-Order Buyers,0.4721851597765867,0.7289247464661227,False,Strong Assignment,2,1,0.995568705367138,0.0044312546869695,0.9911374506801685,0.0176679278304351,0.5013114651021809,False,Strong Membership,2,True,Flagged by Neither Model,High-Value Loyal Customers,"Recent, frequent and high-value customers with broad product engagement.",Retention,"VIP recognition, priority service and early-access retention benefits.",Revenue retention,Very High,K-Means K=5,GMM C5 Spherical
12363,110,2,552.0,276.0,204.0,23,408,1,Active Regular Customers,4,High-Value Large-Order Buyers,0.2951167224172875,0.4657438620260664,False,Strong Assignment,0,3,0.9987128621061454,0.0010084677009384,0.9977043944052068,0.0066625348307353,0.3285319312547622,False,Strong Membership,1,True,Flagged by Neither Model,Active Regular Customers,Recently active customers with regular but moderate purchasing behaviour.,Develop customer value,Cross-sell relevant products and encourage the next purchase through loyalty milestones.,Purchase frequency,High,K-Means K=5,GMM C5 Spherical
12364,8,4,1313.1,328.28,376.5,70,1506,2,High-Value Loyal Customers,4,High-Value Large-Order Buyers,0.1301687694892852,0.1650771740662823,False,Moderate Assignment,2,0,0.9821473806664254,0.0100146606308519,0.9721327200355734,0.0632527902973879,0.3234256874607237,False,Strong Membership,2,True,Flagged by Neither Model,High-Value Loyal Customers,"Recent, frequent and high-value customers with broad product engagement.",Retention,"VIP recognition, priority service and early-access retention benefits.",Revenue retention,Very High,K-Means K=5,GMM C5 Spherical
12365,291,2,641.38,320.69,87.0,22,174,0,Dormant Occasional Customers,1,Active Regular Customers,0.4310110945198882,0.6394991669163911,False,Strong Assignment,3,4,0.9994082466257584,0.0005258028550471,0.9988824437707112,0.0032480875164511,0.4622534129186041,False,Strong Membership,0,True,Flagged by Neither Model,Dormant Occasional Customers,Long-inactive customers with few purchases and limited total value.,Reactivation,Low-cost win-back communication with time-limited personalised incentives.,Reactivation rate,Medium,K-Means K=5,GMM C5 Spherical
12367,4,1,168.9,168.9,173.0,11,173,1,Active Regular Customers,3,Low-Value Infrequent Customers,0.3500981912468611,0.4088258720917783,False,Strong Assignment,0,4,0.9675042526221602,0.0324486470322001,0.93505560558996,0.0892740424287311,0.3063157319103366,False,Strong Membership,1,True,Flagged by Neither Model,Active Regular Customers,Recently active customers with regular but moderate purchasing behaviour.,Develop customer value,Cross-sell relevant products and encourage the next purchase through loyalty milestones.,Purchase frequency,High,K-Means K=5,GMM C5 Spherical
12370,51,4,3541.94,885.48,588.0,143,2352,4,High-Value Large-Order Buyers,2,High-Value Loyal Customers,-0.0220078410285472,0.0396187725042488,True,Boundary / Ambiguous Assignment,1,2,0.911513102123694,0.0884866576481611,0.8230264444755326,0.1857955038731578,-0.0961512128295012,False,Strong Membership,4,True,K-Means Boundary Only,Elite High-Value Customers,"Very high-value customers combining large orders, high quantities and strong purchase frequency.",Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12371,45,2,1887.96,943.98,295.5,63,591,4,High-Value Large-Order Buyers,2,High-Value Loyal Customers,0.2893562890013771,0.5617179777085954,False,Strong Assignment,1,2,0.8941311755571091,0.0826429998039041,0.811488175753205,0.2444895797069498,-0.1196349015918584,False,Strong Membership,4,True,Flagged by Neither Model,Elite High-Value Customers,"Very high-value customers combining large orders, high quantities and strong purchase frequency.",Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12372,72,3,1298.04,432.68,264.67,34,794,4,High-Value Large-Order Buyers,1,Active Regular Customers,0.1419016795958879,0.4066814873217921,False,Moderate Assignment,0,2,0.7622695489642479,0.2129709866575072,0.5492985623067407,0.3901375832037122,-0.0009057923068867,False,Moderate Membership,1,False,Flagged by Neither Model,Active Regular Customers,Recently active customers with regular but moderate purchasing behaviour.,Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12373,311,1,364.6,364.6,197.0,14,197,0,Dormant Occasional Customers,1,Active Regular Customers,0.4994669028666825,0.6857102606362167,False,Strong Assignment,3,4,0.9999534991838755,3.431377737651812e-05,0.9999191854064992,0.0003372787539558,0.5393337852300571,False,Strong Membership,0,True,Flagged by Neither Model,Dormant Occasional Customers,Long-inactive customers with few purchases and limited total value.,Reactivation,Low-cost win-back communication with time-limited personalised incentives.,Reactivation rate,Medium,K-Means K=5,GMM C5 Spherical
12374,25,1,742.9300000000001,742.93,342.0,33,342,4,High-Value Large-Order Buyers,1,Active Regular Customers,0.2522357701314435,0.4855487430512442,False,Strong Assignment,0,1,0.7409666706948195,0.2587554230195077,0.4822112476753117,0.3567947662356804,0.2033444674438106,False,Moderate Membership,1,False,Flagged by Neither Model,Active Regular Customers,Recently active customers with regular but moderate purchasing behaviour.,Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12375,11,2,457.5,228.75,89.0,14,178,1,Active Regular Customers,3,Low-Value Infrequent Customers,0.4567401258270288,0.6265641587649537,False,Strong Assignment,0,4,0.9959105355903304,0.0040708409734251,0.9918396946169052,0.0165859681537226,0.4050880902237695,False,Strong Membership,1,True,Flagged by Neither Model,Active Regular Customers,Recently active customers with regular but moderate purchasing behaviour.,Develop customer value,Cross-sell relevant products and encourage the next purchase through loyalty milestones.,Purchase frequency,High,K-Means K=5,GMM C5 Spherical
12377,315,2,1628.12,814.06,472.0,72,944,4,High-Value Large-Order Buyers,0,Dormant Occasional Customers,0.1606885432582405,0.2567557373607803,False,Moderate Assignment,1,3,0.999956842295166,4.300597737265582e-05,0.9999138363177932,0.0002969938034333,-0.0567936872313982,False,Strong Membership,4,True,Flagged by Neither Model,Elite High-Value Customers,"Very high-value customers combining large orders, high quantities and strong purchase frequency.",Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12378,130,1,4008.62,4008.62,2529.0,219,2529,4,High-Value Large-Order Buyers,2,High-Value Loyal Customers,0.1867528396151892,0.2193192394921748,False,Moderate Assignment,1,2,1.0,6.484216707471934e-20,1.0,8.58405934844036e-14,0.2260492653465369,False,Strong Membership,4,True,Flagged by Neither Model,Elite High-Value Customers,"Very high-value customers combining large orders, high quantities and strong purchase frequency.",Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12379,82,2,852.24,426.12,203.5,39,407,1,Active Regular Customers,4,High-Value Large-Order Buyers,0.0710559412823501,0.0146190893590817,True,Boundary / Ambiguous Assignment,0,1,0.9967941692339086,0.0015920135406773,0.9952021556932312,0.0149068458365668,0.2939961860720356,False,Strong Membership,1,True,K-Means Boundary Only,Active Regular Customers,Recently active customers with regular but moderate purchasing behaviour.,Develop customer value,Cross-sell relevant products and encourage the next purchase through loyalty milestones.,Purchase frequency,High,K-Means K=5,GMM C5 Spherical
12380,22,4,2724.81,681.2,281.75,77,1127,2,High-Value Loyal Customers,4,High-Value Large-Order Buyers,0.0791032702518377,0.0583242312138286,True,Boundary / Ambiguous Assignment,2,1,0.9632293738314774,0.0361850828661751,0.9270442909653024,0.099753174573158,0.3785830609620698,False,Strong Membership,2,True,K-Means Boundary Only,High-Value Loyal Customers,"Recent, frequent and high-value customers with broad product engagement.",Retention,"VIP recognition, priority service and early-access retention benefits.",Revenue retention,Very High,K-Means K=5,GMM C5 Spherical
12381,5,5,1845.31,369.06,161.6,70,808,2,High-Value Loyal Customers,1,Active Regular Customers,0.178642578174436,0.3264556258794236,False,Moderate Assignment,2,0,0.9789529794270184,0.0200758811784446,0.958877098248574,0.0658754521349005,0.3319739026554852,False,Strong Membership,2,True,Flagged by Neither Model,High-Value Loyal Customers,"Recent, frequent and high-value customers with broad product engagement.",Retention,"VIP recognition, priority service and early-access retention benefits.",Revenue retention,Very High,K-Means K=5,GMM C5 Spherical
12383,185,5,1850.56,370.11,306.4,84,1532,4,High-Value Large-Order Buyers,2,High-Value Loyal Customers,-0.0010777720584458,0.0509050559638116,True,Boundary / Ambiguous Assignment,2,1,0.7134895176442648,0.2791955075349851,0.4342940101092797,0.393364129021002,0.2354402505851188,False,Moderate Membership,2,False,K-Means Boundary Only,High-Value Loyal Customers,"Recent, frequent and high-value customers with broad product engagement.",Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12384,29,2,585.27,292.64,63.0,26,126,1,Active Regular Customers,0,Dormant Occasional Customers,0.4157798988624687,0.5711282546142046,False,Strong Assignment,0,4,0.9953062216455048,0.0046559790107706,0.990650242634734,0.0186899861962098,0.3948143465864382,False,Strong Membership,1,True,Flagged by Neither Model,Active Regular Customers,Recently active customers with regular but moderate purchasing behaviour.,Develop customer value,Cross-sell relevant products and encourage the next purchase through loyalty milestones.,Purchase frequency,High,K-Means K=5,GMM C5 Spherical
12386,338,2,401.9,200.95,177.0,10,354,0,Dormant Occasional Customers,1,Active Regular Customers,0.4622692009494926,0.6192765968110386,False,Strong Assignment,3,4,0.9996410880763744,0.000349007234919,0.9992920808414556,0.0020218057698621,0.4862096831364171,False,Strong Membership,0,True,Flagged by Neither Model,Dormant Occasional Customers,Long-inactive customers with few purchases and limited total value.,Reactivation,Low-cost win-back communication with time-limited personalised incentives.,Reactivation rate,Medium,K-Means K=5,GMM C5 Spherical
12388,16,6,2780.6600000000003,463.44,243.67,57,1462,2,High-Value Loyal Customers,4,High-Value Large-Order Buyers,0.3053192680175399,0.5391316337295107,False,Strong Assignment,2,1,0.9970190288796242,0.0026737650741315,0.9943452638054928,0.0132352470304879,0.4695016399836921,False,Strong Membership,2,True,Flagged by Neither Model,High-Value Loyal Customers,"Recent, frequent and high-value customers with broad product engagement.",Retention,"VIP recognition, priority service and early-access retention benefits.",Revenue retention,Very High,K-Means K=5,GMM C5 Spherical
12390,80,1,549.84,549.84,353.0,32,353,4,High-Value Large-Order Buyers,1,Active Regular Customers,0.2002902696386661,0.4480985317308403,False,Moderate Assignment,0,1,0.9681252039858744,0.0317494277729898,0.9363757762128846,0.0883061063846288,0.2992034534780426,False,Strong Membership,1,False,Flagged by Neither Model,Active Regular Customers,Recently active customers with regular but moderate purchasing behaviour.,Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12391,22,1,439.66,439.66,293.0,92,293,4,High-Value Large-Order Buyers,1,Active Regular Customers,-0.0202295733213471,0.0465807860557179,True,Boundary / Ambiguous Assignment,0,1,0.9917382776309204,0.0079833476279487,0.9837549300029718,0.0305001406340363,0.2563545626316509,False,Strong Membership,1,False,K-Means Boundary Only,Active Regular Customers,Recently active customers with regular but moderate purchasing behaviour.,Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12393,72,4,1582.6,395.65,204.0,47,816,4,High-Value Large-Order Buyers,2,High-Value Loyal Customers,-0.0096007331274582,0.0792239352494048,True,Boundary / Ambiguous Assignment,2,0,0.7402937461992138,0.2528780952540844,0.4874156509451294,0.3754962047600194,0.1616355408856579,False,Moderate Membership,2,False,K-Means Boundary Only,High-Value Loyal Customers,"Recent, frequent and high-value customers with broad product engagement.",Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12394,64,2,1272.48,636.24,409.5,26,819,4,High-Value Large-Order Buyers,1,Active Regular Customers,0.3653035202137351,0.7898981181474334,False,Strong Assignment,1,0,0.6772257978237279,0.2940607856363844,0.3831650121873435,0.4509804946870874,-0.1042336792223552,False,Moderate Membership,4,True,Flagged by Neither Model,Elite High-Value Customers,"Very high-value customers combining large orders, high quantities and strong purchase frequency.",Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12395,19,12,3018.63,251.55,176.5,91,2118,2,High-Value Loyal Customers,1,Active Regular Customers,0.4406184631365448,0.6851710520392161,False,Strong Assignment,2,1,0.9995646003223538,0.000425155350341,0.9991394449720128,0.0023943193437707,0.5057881465849604,False,Strong Membership,2,True,Flagged by Neither Model,High-Value Loyal Customers,"Recent, frequent and high-value customers with broad product engagement.",Retention,"VIP recognition, priority service and early-access retention benefits.",Revenue retention,Very High,K-Means K=5,GMM C5 Spherical
12397,36,2,2409.9,1204.95,631.5,110,1263,4,High-Value Large-Order Buyers,2,High-Value Loyal Customers,0.2325839951880008,0.3967535270949945,False,Moderate Assignment,1,2,0.999210702807638,0.0007885967174888,0.9984221060901493,0.003997443709834,0.0751037562565199,False,Strong Membership,4,True,Flagged by Neither Model,Elite High-Value Customers,"Very high-value customers combining large orders, high quantities and strong purchase frequency.",Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12398,46,1,1635.66,1635.66,1394.0,85,1394,4,High-Value Large-Order Buyers,2,High-Value Loyal Customers,0.2985620273204994,0.401481812775929,False,Strong Assignment,1,2,0.9999999981612344,1.772409047095225e-09,0.9999999963888254,2.4300227443953488e-08,0.2134559765982804,False,Strong Membership,4,True,Flagged by Neither Model,Elite High-Value Customers,"Very high-value customers combining large orders, high quantities and strong purchase frequency.",Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12399,119,4,1108.65,277.16,294.5,47,1178,4,High-Value Large-Order Buyers,1,Active Regular Customers,0.011191719258295,0.1227035273910949,False,Moderate Assignment,0,2,0.5138582833350871,0.4597812758089049,0.0540770075261822,0.4941902373082291,-0.0741390673689712,True,Low-Confidence / Ambiguous Membership,1,False,GMM Ambiguous Only,Active Regular Customers,Recently active customers with regular but moderate purchasing behaviour.,Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12401,303,1,84.3,84.3,11.0,5,11,3,Low-Value Infrequent Customers,0,Dormant Occasional Customers,0.2759070271085138,0.3954366040206598,False,Strong Assignment,4,3,0.999999999987324,1.1604533160687439e-11,0.9999999999757194,2.0782279488755336e-10,0.2505861408363172,False,Strong Membership,3,True,Flagged by Neither Model,Low-Value Infrequent Customers,"Low-frequency customers with low spending, small baskets and limited product diversity.",Efficient nurture,Automated low-cost offers and product recommendations with controlled campaign spend.,Conversion rate,Low,K-Means K=5,GMM C5 Spherical
12402,323,1,225.6,225.6,94.0,11,94,0,Dormant Occasional Customers,3,Low-Value Infrequent Customers,0.4809252763734458,0.643865590451731,False,Strong Assignment,3,4,0.9960751201834276,0.0039245583684409,0.9921505618149864,0.0159473144785298,0.482168684084539,False,Strong Membership,0,True,Flagged by Neither Model,Dormant Occasional Customers,Long-inactive customers with few purchases and limited total value.,Reactivation,Low-cost win-back communication with time-limited personalised incentives.,Reactivation rate,Medium,K-Means K=5,GMM C5 Spherical
12403,50,1,427.7,427.7,96.0,5,96,1,Active Regular Customers,0,Dormant Occasional Customers,0.1778982164053318,0.2089882966598354,False,Moderate Assignment,0,4,0.8655462439226396,0.1328545443559357,0.7326916995667039,0.251314144022532,0.1978659868027161,False,Strong Membership,1,True,Flagged by Neither Model,Active Regular Customers,Recently active customers with regular but moderate purchasing behaviour.,Develop customer value,Cross-sell relevant products and encourage the next purchase through loyalty milestones.,Purchase frequency,High,K-Means K=5,GMM C5 Spherical
12405,149,1,1710.39,1710.39,857.0,54,857,4,High-Value Large-Order Buyers,2,High-Value Loyal Customers,0.3724213858016442,0.5075737436812234,False,Strong Assignment,1,0,0.9999999938093556,4.505290045124952e-09,0.9999999893040656,7.88163668188798e-08,0.2429059954854528,False,Strong Membership,4,True,Flagged by Neither Model,Elite High-Value Customers,"Very high-value customers combining large orders, high quantities and strong purchase frequency.",Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12406,22,2,3415.3,1707.65,909.0,92,1818,4,High-Value Large-Order Buyers,2,High-Value Loyal Customers,0.2033264993744478,0.3002317002239557,False,Moderate Assignment,1,2,0.9999992809328014,7.18986635763842e-07,0.9999985619461657,6.767151131046033e-06,0.1739981482831024,False,Strong Membership,4,True,Flagged by Neither Model,Elite High-Value Customers,"Very high-value customers combining large orders, high quantities and strong purchase frequency.",Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12407,50,5,1708.12,341.62,283.2,57,1416,2,High-Value Loyal Customers,4,High-Value Large-Order Buyers,0.1922381654199734,0.289138648348459,False,Moderate Assignment,2,0,0.9893762247946036,0.0076911682634661,0.9816850565311374,0.0404538655916553,0.3713404179544191,False,Strong Membership,2,True,Flagged by Neither Model,High-Value Loyal Customers,"Recent, frequent and high-value customers with broad product engagement.",Retention,"VIP recognition, priority service and early-access retention benefits.",Revenue retention,Very High,K-Means K=5,GMM C5 Spherical
12408,33,5,2888.55,577.71,281.8,81,1409,2,High-Value Loyal Customers,4,High-Value Large-Order Buyers,0.2179017242195969,0.3766174626324245,False,Moderate Assignment,2,1,0.9908243446545976,0.0090389270576773,0.9817854175969204,0.0328618488471533,0.4607395265982911,False,Strong Membership,2,True,Flagged by Neither Model,High-Value Loyal Customers,"Recent, frequent and high-value customers with broad product engagement.",Retention,"VIP recognition, priority service and early-access retention benefits.",Revenue retention,Very High,K-Means K=5,GMM C5 Spherical
12409,79,3,11072.67,3690.89,1850.33,91,5551,4,High-Value Large-Order Buyers,2,High-Value Loyal Customers,0.111995120476533,0.1423368224612812,False,Moderate Assignment,1,2,1.0,1.4048244120971923e-16,1.0,8.58405934844036e-14,0.226041653107335,False,Strong Membership,4,True,Flagged by Neither Model,Elite High-Value Customers,"Very high-value customers combining large orders, high quantities and strong purchase frequency.",Protect order value,"Order-value incentives, replenishment reminders and priority support for large purchases.",Average order value,Very High,K-Means K=5,GMM C5 Spherical
12410,309,2,693.33,346.66,105.5,26,211,0,Dormant Occasional Customers,1,Active Regular Customers,0.4343834233434239,0.6123262363631454,False,Strong Assignment,3,4,0.9998128625646656,0.0001378576158718,0.9996750049487936,0.0012023977940738,0.4712203171752625,False,Strong Membership,0,True,Flagged by Neither Model,Dormant Occasional Customers,Long-inactive customers with few purchases and limited total value.,Reactivation,Low-cost win-back communication with time-limited personalised incentives.,Reactivation rate,Medium,K-Means K=5,GMM C5 Spherical
