CustomerID,Recency,Frequency,Monetary,AverageOrderValue,BasketSize,ProductDiversity,TotalQuantity,Cluster,Silhouette_Value,Segment_Name
12476,16,11,6816.42,619.67,218.91,177,2408,2,0.44578318736674977,High-Value Loyal Customers
12477,23,6,13219.74,2203.29,608.83,191,3653,2,0.07899487780078372,High-Value Loyal Customers
12478,4,1,680.99,680.99,236.0,36,236,4,0.06504568736603257,High-Value Large-Order Buyers
12479,11,1,527.2,527.2,385.0,31,385,4,0.14274822549709382,High-Value Large-Order Buyers
12480,28,4,3281.63,820.41,426.75,129,1707,2,0.07560226207126265,High-Value Loyal Customers
12481,23,10,5579.82,557.98,329.4,150,3294,2,0.4292696173279422,High-Value Loyal Customers
12483,17,8,2484.98,310.62,138.75,46,1110,2,0.2421718195620173,High-Value Loyal Customers
12484,33,6,4527.32,754.55,364.5,256,2187,2,0.28264001570901515,High-Value Loyal Customers
12488,10,3,1298.66,432.89,176.33,46,529,1,0.11686870304760648,Active Regular Customers
12489,336,1,334.93,334.93,105.0,15,105,0,0.5219046000561133,Dormant Occasional Customers
12490,5,10,5417.93,541.79,306.4,131,3064,2,0.4437693156523589,High-Value Loyal Customers
12491,39,1,460.4,460.4,260.0,25,260,1,0.09166602964385913,Active Regular Customers
12492,63,2,263.21000000000004,131.61,96.0,19,192,1,0.332672747810645,Active Regular Customers
12493,166,2,433.74,216.87,103.5,20,207,0,0.0638226630594202,Dormant Occasional Customers
12494,16,7,1246.1,178.01,101.0,63,707,1,0.14249126931187744,Active Regular Customers
12497,82,1,1043.1,1043.1,1236.0,14,1236,4,0.38668017354418793,High-Value Large-Order Buyers
12498,21,3,403.7000000000001,134.57,53.0,21,159,1,0.2802796673608597,Active Regular Customers
12500,23,11,4257.82,387.07,243.45,34,2678,2,0.37248822487533545,High-Value Loyal Customers
12501,337,1,2169.39,2169.39,1783.0,149,1783,4,0.2305776734969724,High-Value Large-Order Buyers
12502,96,5,3723.87,744.77,164.0,102,820,2,0.12514677752828762,High-Value Loyal Customers
12504,18,2,482.05,241.02,45.0,6,90,1,0.12576927028442325,Active Regular Customers
12506,233,1,73.5,73.5,23.0,23,23,3,0.27758874615990886,Low-Value Infrequent Customers
12507,134,3,1304.81,434.94,298.0,19,894,4,0.17957785048481087,High-Value Large-Order Buyers
12508,26,2,397.88,198.94,135.5,57,271,1,0.5118488429335516,Active Regular Customers
12509,284,1,176.5,176.5,55.0,7,55,0,0.1942412015892109,Dormant Occasional Customers
12510,143,2,982.57,491.28,176.5,29,353,4,-0.0019954170236868465,High-Value Large-Order Buyers
12512,66,2,132.18,66.09,48.0,31,96,3,0.13782280746363715,Low-Value Infrequent Customers
12513,113,1,612.29,612.29,462.0,35,462,4,0.3261636552205212,High-Value Large-Order Buyers
12514,267,1,1017.68,1017.68,440.0,51,440,4,0.18199689181113946,High-Value Large-Order Buyers
12515,353,1,383.7,383.7,131.0,16,131,0,0.5105444713968134,Dormant Occasional Customers
12516,78,2,1312.06,656.03,437.5,20,875,4,0.36754480381957844,High-Value Large-Order Buyers
12517,28,5,2481.6,496.32,272.2,232,1361,2,0.32058548576463636,High-Value Loyal Customers
12518,1,5,2056.89,411.38,263.6,84,1318,2,0.3002808253940024,High-Value Loyal Customers
12519,64,1,330.84000000000003,330.84,175.0,17,175,1,0.3171057617223436,Active Regular Customers
12520,79,5,2634.26,526.85,287.8,121,1439,2,0.20621363964566858,High-Value Loyal Customers
12521,143,1,599.68,599.68,309.0,38,309,4,0.21467649274064027,High-Value Large-Order Buyers
12522,39,2,192.72,96.36,97.0,11,194,1,0.13734798169657536,Active Regular Customers
12523,19,11,1789.77,162.71,78.64,84,865,2,0.05462677593557131,High-Value Loyal Customers
12524,9,8,4485.72,560.72,462.38,113,3699,2,0.3450888477918229,High-Value Loyal Customers
12526,1,3,1316.66,438.89,210.67,64,632,4,-0.014040476316397219,High-Value Large-Order Buyers
12527,82,3,348.71000000000004,116.24,78.0,18,234,1,0.2821857036961451,Active Regular Customers
12528,9,6,1933.48,322.25,126.0,50,756,2,0.07085764545168871,High-Value Loyal Customers
12530,60,4,1662.28,415.57,228.25,51,913,4,-0.028935795016742743,High-Value Large-Order Buyers
12531,15,1,125.22,125.22,45.0,17,45,3,0.15664469663367206,Low-Value Infrequent Customers
12532,30,1,349.83000000000004,349.83,153.0,16,153,1,0.37679560913134635,Active Regular Customers
12534,131,1,1089.18,1089.18,651.0,63,651,4,0.42456128660318126,High-Value Large-Order Buyers
12535,92,2,716.35,358.18,109.5,28,219,1,0.34325275869158345,Active Regular Customers
12536,43,3,12601.830000000002,4200.61,934.33,260,2803,4,0.05735529662491302,High-Value Large-Order Buyers
12538,29,1,363.95,363.95,191.0,21,191,1,0.32798540347399835,Active Regular Customers
12539,22,4,5568.35,1392.09,516.75,157,2067,4,-0.02659027703545958,High-Value Large-Order Buyers
12540,20,17,13400.24,788.25,393.24,277,6685,2,0.36304129713574257,High-Value Loyal Customers
12541,30,3,981.18,327.06,226.67,46,680,1,0.1552007994144756,Active Regular Customers
12544,36,1,372.7,372.7,136.0,19,136,1,0.3679312728231472,Active Regular Customers
12545,75,2,1000.39,500.2,261.5,42,523,4,0.17625450172928034,High-Value Large-Order Buyers
12546,47,2,1161.5,580.75,316.5,59,633,4,0.29850082259564137,High-Value Large-Order Buyers
12547,198,2,207.8,103.9,67.0,7,134,3,0.023075061423360233,Low-Value Infrequent Customers
12548,166,1,95.2,95.2,49.0,5,49,3,0.32677853993463324,Low-Value Infrequent Customers
12550,79,1,964.83,964.83,569.0,57,569,4,0.4279183452010297,High-Value Large-Order Buyers
12551,358,1,168.0,168.0,100.0,10,100,0,0.4175159335321715,Dormant Occasional Customers
12552,39,2,437.82,218.91,44.0,20,88,1,0.2364542859681549,Active Regular Customers
12553,8,10,3692.28,369.23,196.5,95,1965,2,0.4986600996593157,High-Value Loyal Customers
12556,50,2,599.56,299.78,177.5,100,355,1,0.29638061853435016,Active Regular Customers
12557,16,5,11990.96,2398.19,876.8,15,4384,4,0.08392201163744367,High-Value Large-Order Buyers
12558,8,1,269.96,269.96,196.0,11,196,1,0.37952588619995453,Active Regular Customers
12559,311,2,561.71,280.86,141.5,21,283,0,0.46220780715698817,Dormant Occasional Customers
12560,5,3,2134.01,711.34,370.0,91,1110,4,0.057291117245778726,High-Value Large-Order Buyers
12561,303,1,238.85,238.85,177.0,16,177,0,0.5212278378183385,Dormant Occasional Customers
12562,8,7,3781.74,540.25,254.14,99,1779,2,0.39477660242446433,High-Value Loyal Customers
12564,261,1,456.9,456.9,133.0,21,133,0,0.4270261288168345,Dormant Occasional Customers
12565,289,1,145.92000000000002,145.92,80.0,9,80,0,0.29121054143883607,Dormant Occasional Customers
12566,86,1,351.65,351.65,265.0,19,265,1,0.19440212882634128,Active Regular Customers
12567,23,10,9401.28,940.13,430.5,323,4305,2,0.30807285608922746,High-Value Loyal Customers
12569,2,32,4124.6900000000005,128.9,56.28,92,1801,2,0.20828497133434754,High-Value Loyal Customers
12571,40,2,519.61,259.8,261.5,31,523,1,0.286935940947204,Active Regular Customers
12572,9,2,1020.42,510.21,226.0,53,452,4,0.04661517816408746,High-Value Large-Order Buyers
12573,227,1,160.54000000000002,160.54,84.0,26,84,0,0.3117480995062757,Dormant Occasional Customers
12574,316,1,218.45,218.45,61.0,11,61,0,0.35812951079844135,Dormant Occasional Customers
12576,36,5,1315.83,263.17,193.4,72,967,2,0.07235428238489337,High-Value Loyal Customers
12577,35,3,626.6,208.87,156.33,137,469,1,0.289960586258565,Active Regular Customers
12578,21,2,2794.51,1397.26,598.0,111,1196,4,0.20791226383564534,High-Value Large-Order Buyers
12579,78,1,440.42,440.42,285.0,29,285,4,-0.030770422221156026,High-Value Large-Order Buyers
12580,247,1,415.7,415.7,238.0,24,238,0,0.37272729389506326,Dormant Occasional Customers
12581,40,1,197.71,197.71,161.0,15,161,1,0.3441643984561476,Active Regular Customers
12582,239,2,511.36,255.68,150.0,21,300,0,0.3523011470008526,Dormant Occasional Customers
12583,3,15,7281.38,485.43,337.33,115,5060,2,0.44539207520873314,High-Value Loyal Customers
12584,4,9,2338.15,259.79,46.22,44,416,1,0.10096388429663887,Active Regular Customers
12585,234,2,2040.1,1020.05,639.5,77,1279,4,0.30582835532323155,High-Value Large-Order Buyers
12586,17,1,196.94000000000003,196.94,79.0,11,79,1,0.16600061397430368,Active Regular Customers
12587,8,1,144.0,144.0,51.0,4,51,3,0.2132980054138497,Low-Value Infrequent Customers
12588,39,1,214.9,214.9,53.0,10,53,3,0.007865503175269002,Low-Value Infrequent Customers
12589,29,2,646.68,323.34,153.0,29,306,1,0.4030352384476863,Active Regular Customers
12590,211,2,9864.26,4932.13,2141.5,68,4283,4,0.1690060851273701,High-Value Large-Order Buyers
12591,317,1,452.85,452.85,228.0,26,228,0,0.41883001960768407,Dormant Occasional Customers
12592,92,2,437.6,218.8,145.0,11,290,1,0.28605852528974357,Active Regular Customers
12593,109,3,418.1,139.37,68.67,14,206,1,0.2161376066240109,Active Regular Customers
12594,38,10,3338.2200000000003,333.82,177.7,50,1777,2,0.401618393648635,High-Value Loyal Customers
12596,51,2,618.27,309.14,237.0,25,474,1,0.2498738015543809,Active Regular Customers
12597,19,4,3811.22,952.8,559.0,184,2236,2,0.0758091605126136,High-Value Loyal Customers
12598,10,8,3023.08,377.88,245.5,84,1964,2,0.4519319526509508,High-Value Loyal Customers
12599,29,7,1032.58,147.51,136.57,32,956,1,0.21265816793921952,Active Regular Customers
12600,29,10,2599.04,259.9,77.4,32,774,2,0.026160408612082568,High-Value Loyal Customers
12601,190,5,577.0600000000001,115.41,49.0,21,245,0,0.009707047603783558,Dormant Occasional Customers
12602,59,1,153.12,153.12,162.0,12,162,1,0.24777585949546524,Active Regular Customers
12603,22,1,739.1999999999999,739.2,63.0,2,63,1,0.11898088069754828,Active Regular Customers
12604,79,2,254.18,127.09,100.5,15,201,1,0.27700699171487736,Active Regular Customers
12607,60,1,1579.51,1579.51,1228.0,101,1228,4,0.307597126437301,High-Value Large-Order Buyers
12609,78,3,1126.85,375.62,216.0,57,648,4,-0.026698829125417857,High-Value Large-Order Buyers
12610,23,5,2099.54,419.91,209.8,85,1049,2,0.29563195968517564,High-Value Loyal Customers
12611,52,1,1193.32,1193.32,846.0,65,846,4,0.37901392700244296,High-Value Large-Order Buyers
12612,74,1,704.04,704.04,262.0,19,262,4,0.1515233429126308,High-Value Large-Order Buyers
12613,57,5,3344.38,668.88,328.8,124,1644,2,0.19363259714795386,High-Value Loyal Customers
12614,278,1,315.6,315.6,76.0,20,76,0,0.46378942365760567,Dormant Occasional Customers
12615,2,4,2291.19,572.8,344.0,82,1376,2,0.12194144071108903,High-Value Loyal Customers
12616,95,2,713.3,356.65,142.0,25,284,1,0.3284757706386271,Active Regular Customers
12617,29,1,352.98,352.98,210.0,39,210,1,0.29892075366579784,Active Regular Customers
12618,22,1,177.31,177.31,96.0,11,96,1,0.19725652581531652,Active Regular Customers
12619,16,9,3641.24,404.58,375.33,50,3378,2,0.35096495403549116,High-Value Loyal Customers
12620,15,3,1339.41,446.47,393.67,89,1181,4,0.033611922615264085,High-Value Large-Order Buyers
12621,2,20,13689.67,684.48,372.0,261,7440,2,0.38698544461353007,High-Value Loyal Customers
12622,232,1,180.1,180.1,69.0,11,69,0,0.2445556217504235,Dormant Occasional Customers
12623,276,1,305.1,305.1,191.0,18,191,0,0.49126236041290555,Dormant Occasional Customers
12624,106,2,641.13,320.56,177.5,36,355,1,0.2848651521980215,Active Regular Customers
12625,212,2,2683.82,1341.91,806.0,73,1612,4,0.2921330223230329,High-Value Large-Order Buyers
12626,23,9,6620.4800000000005,735.61,383.67,232,3453,2,0.3566269164185964,High-Value Loyal Customers
12627,11,7,4478.53,639.79,393.14,162,2752,2,0.34342011319779775,High-Value Loyal Customers
12628,4,3,786.46,262.15,149.33,34,448,1,0.4318132578170751,Active Regular Customers
12630,10,2,1270.88,635.44,274.0,60,548,4,0.23412534938101168,High-Value Large-Order Buyers
12631,57,1,640.5,640.5,236.0,31,236,4,0.0813722830876143,High-Value Large-Order Buyers
12633,59,4,2163.98,541.0,290.5,73,1162,4,-0.03972452393781883,High-Value Large-Order Buyers
12635,90,2,1689.18,844.59,586.0,96,1172,4,0.30975695335612363,High-Value Large-Order Buyers
12637,67,8,6002.9,750.36,374.25,205,2994,2,0.304979712110237,High-Value Loyal Customers
12638,33,1,671.69,671.69,577.0,39,577,4,0.34867138133498754,High-Value Large-Order Buyers
12639,239,1,486.1,486.1,201.0,22,201,0,0.35201144844443355,Dormant Occasional Customers
12640,24,3,1174.58,391.53,103.67,47,311,1,0.3346903703057194,Active Regular Customers
12641,115,1,185.9,185.9,72.0,10,72,3,0.052961472846578324,Low-Value Infrequent Customers
12642,25,3,1013.26,337.75,184.0,39,552,1,0.24805640235011076,Active Regular Customers
12643,128,6,3344.64,557.44,301.33,11,1808,4,0.08802122143950004,High-Value Large-Order Buyers
12644,130,1,477.91,477.91,325.0,31,325,4,0.1229111649722778,High-Value Large-Order Buyers
12645,34,4,1775.18,443.8,271.0,58,1084,2,0.07411703492473232,High-Value Loyal Customers
12646,5,2,1346.97,673.48,448.5,43,897,4,0.3023741873792012,High-Value Large-Order Buyers
12647,22,12,3722.82,310.24,119.25,78,1431,2,0.3964928516793964,High-Value Loyal Customers
12648,155,1,318.05,318.05,160.0,21,160,0,0.10396646185683563,Dormant Occasional Customers
12649,107,3,623.51,207.84,195.33,28,586,1,0.35244522992227123,Active Regular Customers
12650,3,1,314.44,314.44,254.0,20,254,1,0.2947540002082238,Active Regular Customers
12651,335,1,114.0,114.0,78.0,9,78,0,0.23144700979942512,Dormant Occasional Customers
12652,331,1,919.98,919.98,505.0,48,505,4,0.050893433789407014,High-Value Large-Order Buyers
12653,149,2,2209.85,1104.92,459.5,37,919,4,0.3704499825838423,High-Value Large-Order Buyers
12654,11,5,601.98,120.4,52.8,31,264,1,0.36618751496615976,Active Regular Customers
12656,17,5,4051.17,810.23,344.6,89,1723,2,0.16361085358217178,High-Value Loyal Customers
12657,11,4,1643.18,410.8,261.0,35,1044,4,-0.03362221040093063,High-Value Large-Order Buyers
12658,19,1,686.05,686.05,320.0,36,320,4,0.2029060764166696,High-Value Large-Order Buyers
12659,30,1,91.68,91.68,105.0,5,105,3,0.1328421891253633,Low-Value Infrequent Customers
12660,11,1,245.1,245.1,127.0,13,127,1,0.3807696450326199,Active Regular Customers
12662,1,11,3849.78,349.98,187.09,129,2058,2,0.5181016040310211,High-Value Loyal Customers
12664,8,9,4881.88,542.43,133.67,10,1203,2,0.15226536307435481,High-Value Loyal Customers
12665,325,1,63.0,63.0,37.0,3,37,3,0.18855473161498387,Low-Value Infrequent Customers
12667,58,1,620.13,620.13,395.0,33,395,4,0.2706568985664408,High-Value Large-Order Buyers
12668,12,4,3807.15,951.79,408.5,115,1634,2,0.06368873248405779,High-Value Loyal Customers
12669,151,3,2744.03,914.68,371.67,98,1115,4,0.21106032149919096,High-Value Large-Order Buyers
12670,10,5,2996.05,599.21,279.4,58,1397,2,0.1866398297362874,High-Value Loyal Customers
12672,330,1,225.9,225.9,78.0,10,78,0,0.4319910149721419,Dormant Occasional Customers
12673,5,2,610.52,305.26,175.5,42,351,1,0.37473986819044086,Active Regular Customers
12674,39,4,1970.6,492.65,283.25,52,1133,4,-0.02857777502760683,High-Value Large-Order Buyers
12676,25,6,1331.39,221.9,111.67,33,670,1,0.2310585734283264,Active Regular Customers
12678,42,12,17628.46,1469.04,910.25,105,10923,2,0.15649024387080654,High-Value Loyal Customers
12679,59,4,1113.02,278.26,138.5,43,554,1,0.3075288528912516,Active Regular Customers
12680,1,4,862.81,215.7,110.75,33,443,1,0.42398243944772845,Active Regular Customers
12681,15,22,13787.54,626.71,342.55,267,7536,2,0.3981717243511862,High-Value Loyal Customers
12682,4,31,12279.82,396.12,179.19,209,5555,2,0.4505507767429109,High-Value Loyal Customers
12683,4,15,8476.57,565.1,332.47,177,4987,2,0.43683677554311023,High-Value Loyal Customers
12684,8,7,2283.63,326.23,283.57,61,1985,2,0.37222035463806885,High-Value Loyal Customers
12685,28,6,2863.08,477.18,253.83,117,1523,2,0.3737587003005687,High-Value Loyal Customers
12686,372,1,89.14,89.14,107.0,7,107,0,0.22310330294621403,Dormant Occasional Customers
12688,114,1,4873.81,4873.81,3028.0,171,3028,4,0.17686717869726257,High-Value Large-Order Buyers
12689,26,2,1247.61,623.81,314.0,57,628,4,0.2943838716531911,High-Value Large-Order Buyers
12690,206,1,389.01,389.01,106.0,16,106,0,0.3329079488681742,Dormant Occasional Customers
12691,28,6,1035.8,172.63,65.67,21,394,1,0.38660124883748936,Active Regular Customers
12693,127,4,855.91,213.98,63.75,35,255,1,0.26835270821662127,Active Regular Customers
12694,70,2,869.67,434.84,254.5,32,509,4,0.05217672803930232,High-Value Large-Order Buyers
12695,7,4,582.1,145.52,55.0,23,220,1,0.3820842993085552,Active Regular Customers
12697,29,3,957.59,319.2,169.33,37,508,1,0.31281222199202074,Active Regular Customers
12700,8,4,4939.99,1235.0,741.75,193,2967,2,0.04080411111721415,High-Value Loyal Customers
12701,80,2,797.71,398.86,339.0,50,678,4,0.16985514398787954,High-Value Large-Order Buyers
12702,20,1,219.0,219.0,53.0,12,53,3,-0.055955317113218515,Low-Value Infrequent Customers
12703,71,1,283.55,283.55,164.0,21,164,1,0.3162488696569273,Active Regular Customers
12704,7,8,2340.84,292.6,125.75,64,1006,2,0.24824608393417089,High-Value Loyal Customers
12705,15,9,6868.29,763.14,444.11,228,3997,2,0.3359773624385459,High-Value Loyal Customers
